gender,SeniorCitizen,Partner,Dependents,tenure,tenure_scaled,PhoneService,MultipleLines,Internet_DSL,Internet_Fiber,Internet_No,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_month,Contract_1year,Contract_2year,PaperlessBilling,PM_electronic_check,PM_mailed_check,PM_bank_transfer,PM_credit_card,MonthlyCharges,MonthlyCharges_scaled,TotalCharges,TotalCharges_scaled,Churn
1,0,1,0,14,0.1944444444,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,46.35,0.27960199,667.7,0.07688144805,1
1,0,1,1,64,0.8888888889,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,90.25,0.7164179104,5629.15,0.6481611551,0
1,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.95,0.01691542289,19.95,0.002297116802,1
1,0,0,0,6,0.08333333333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.65,0.02388059701,109.3,0.01258520634,0
1,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,79.6,0.6104477612,79.6,0.009165438467,1
1,0,0,1,39,0.5416666667,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.45,0.07164179104,958.45,0.1103594786,0
0,0,0,0,20,0.2777777778,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.5,0.01243781095,403.15,0.04642018239,0
1,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,75.9,0.5736318408,75.9,0.00873940678,1
1,0,1,0,1,0.01388888889,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,76.2,0.5766169154,76.2,0.008773949889,1
1,0,1,0,64,0.8888888889,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,66.15,0.4766169154,4392.5,0.5057686993,0
1,0,0,1,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.25,0.009950248756,19.25,0.002216516212,1
0,0,1,0,46,0.6388888889,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,69.1,0.5059701493,3168,0.3647752395,0
0,1,1,1,28,0.3888888889,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,39.1,0.2074626866,1096.6,0.1262665807,0
0,0,1,0,33,0.4583333333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.05,0.01791044776,669.45,0.07708294952,0
1,0,1,1,39,0.5416666667,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,59.8,0.4134328358,2343.85,0.2698795597,0
0,0,1,0,42,0.5833333333,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,84.3,0.6572139303,3588.4,0.4131816507,1
0,0,0,0,1,0.01388888889,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,48.6,0.3019900498,48.6,0.005595983788,0
0,0,0,0,7,0.09722222222,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,79,0.6044776119,522.95,0.06021439757,1
1,1,1,0,70,0.9722222222,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,105.35,0.8666666667,7511.9,0.864947955,0
1,0,0,0,65,0.9027777778,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,25.1,0.06815920398,1725,0.1986228814,0
1,0,0,0,1,0.01388888889,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,49.75,0.3134328358,49.75,0.005728399042,0
1,0,1,0,18,0.25,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,94.75,0.7611940299,1691.9,0.1948116249,0
1,0,1,0,24,0.3333333333,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,93,0.7437810945,2248.05,0.2588487933,0
1,0,0,0,63,0.875,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,71.9,0.5338308458,4479.2,0.5157516581,0
0,0,0,1,44,0.6111111111,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,77.55,0.5900497512,3471.1,0.3996752948,0
1,0,0,0,4,0.05555555556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,19.85,0.01592039801,63,0.007254053058,0
0,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,70.25,0.5174129353,70.25,0.008088844878,1
0,0,1,1,37,0.5138888889,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,95.25,0.7661691542,3314.15,0.3816034912,0
0,1,0,0,10,0.1388888889,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,84.6,0.660199005,865.55,0.09966262896,1
1,0,0,0,34,0.4722222222,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.05,0.06766169154,852.7,0.09818303242,0
1,0,1,0,35,0.4861111111,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,53.15,0.3472636816,1930.9,0.222330969,0
0,0,1,0,4,0.05555555556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.15,0.01890547264,91.4,0.01052413412,0
0,1,1,0,39,0.5416666667,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,101.25,0.8258706468,3949.15,0.4547197402,0
1,1,1,0,43,0.5972222222,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,100.55,0.8189054726,4304,0.4955784819,0
0,0,1,1,17,0.2361111111,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.1,0.05820895522,409.9,0.04719740236,1
0,0,1,0,61,0.8472222222,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25.3,0.07014925373,1554.9,0.1790369381,0
0,0,1,0,49,0.6805555556,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,71.8,0.5328358209,3472.05,0.3997846813,0
1,0,0,0,4,0.05555555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.7,0.0144278607,117.8,0.01356392778,0
0,0,1,1,64,0.8888888889,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,49.85,0.3144278607,3210.35,0.3696515752,0
1,0,0,0,3,0.04166666667,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,69.6,0.5109452736,207.4,0.02388080324,0
1,0,1,1,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.75,0.01492537313,19.75,0.002274088062,0
1,0,1,0,40,0.5555555556,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,80.8,0.6223880597,3132.75,0.3607164241,0
0,0,0,1,1,0.01388888889,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,60,0.4154228856,60,0.00690862196,1
1,0,0,0,8,0.1111111111,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,86.55,0.67960199,649.65,0.07480310427,1
0,1,1,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,20.85,0.02587064677,20.85,0.002400746131,1
0,1,1,0,34,0.4722222222,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,64.2,0.4572139303,2106.3,0.2425271739,0
0,0,1,0,1,0.01388888889,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,35,0.1666666667,35,0.004030029477,0
0,0,0,0,39,0.5416666667,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,50.75,0.3233830846,2011.4,0.2316000368,1
0,1,1,0,58,0.8055555556,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,105.5,0.868159204,6205.5,0.7145242262,1
1,0,1,1,45,0.625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.2,0.009452736318,903.7,0.1040553611,0
1,1,0,0,6,0.08333333333,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,85.15,0.6656716418,503.6,0.05798636699,1
1,0,0,0,43,0.5972222222,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,90.65,0.72039801,3882.3,0.4470223839,0
1,0,1,1,41,0.5694444444,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,20,0.01741293532,879.8,0.1013034267,0
1,0,0,0,5,0.06944444444,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,74.65,0.5611940299,383.65,0.04417488025,0
1,0,0,0,72,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,61.2,0.4273631841,4390.25,0.505509626,0
1,0,0,0,4,0.05555555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.95,0.01691542289,68.2,0.007852800295,0
1,0,1,1,9,0.125,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,54.8,0.363681592,452.8,0.05213706706,0
1,1,1,0,72,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,73.45,0.5492537313,5329,0.6136007738,0
0,0,1,0,33,0.4583333333,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,51.45,0.3303482587,1758.9,0.2025262528,0
0,0,1,0,72,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,80.45,0.6189054726,5737.6,0.6606484893,0
1,0,1,0,22,0.3055555556,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,54.2,0.3577114428,1152.7,0.1327261422,1
0,0,1,0,70,0.9722222222,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,109.5,0.907960199,7674.55,0.8836760777,1
1,0,1,1,21,0.2916666667,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,104.4,0.8572139303,2157.95,0.248474346,1
1,0,0,0,15,0.2083333333,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,85.3,0.6671641791,1219.85,0.1404580416,0
1,1,1,0,29,0.4027777778,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,79.3,0.6074626866,2414.55,0.2780202192,0
0,0,1,1,15,0.2083333333,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,76.5,0.57960199,1155.6,0.133060059,0
1,1,1,1,71,0.9861111111,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,105.1,0.8641791045,7548.1,0.869116157,1
1,1,0,0,72,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25.4,0.07114427861,1809.35,0.2083352524,0
0,0,1,0,19,0.2638888889,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,86.85,0.6825870647,1564.4,0.1801308032,0
1,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.65,0.01393034826,19.65,0.002262573692,0
0,0,0,0,1,0.01388888889,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,75.7,0.571641791,75.7,0.00871637804,1
0,0,0,0,2,0.02777777778,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,45.55,0.271641791,84.4,0.009718128224,0
0,1,1,1,11,0.1527777778,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,78.1,0.5955223881,864.85,0.09958202837,0
0,0,0,0,12,0.1666666667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.3,0.01044776119,228.75,0.02633912122,0
0,0,1,0,70,0.9722222222,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,110.5,0.9179104478,7752.05,0.8925997144,0
0,1,1,0,20,0.2777777778,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,90.8,0.7218905473,1951,0.2246453574,1
0,0,0,0,23,0.3194444444,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,20.3,0.02039800995,470.6,0.05418662491,0
1,1,0,0,49,0.6805555556,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,81.35,0.6278606965,4060.9,0.4675870486,0
0,0,1,1,4,0.05555555556,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,97.95,0.7930348259,384.5,0.04427275239,1
1,0,0,0,32,0.4444444444,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,108.15,0.8945273632,3432.9,0.3952768055,1
1,0,0,1,2,0.02777777778,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,55.3,0.3686567164,108.65,0.01251036293,0
1,1,1,0,69,0.9583333333,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,56.55,0.3810945274,3952.65,0.4551227432,0
1,0,0,0,6,0.08333333333,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,80.5,0.6194029851,463.05,0.05331728998,1
0,0,1,1,24,0.3333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,19.7,0.0144278607,494.05,0.05688674466,0
0,0,0,0,32,0.4444444444,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,104.05,0.8537313433,3416.85,0.3934287491,0
0,0,0,0,27,0.375,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,52.85,0.344278607,1498.65,0.172560105,0
0,1,1,0,27,0.375,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,104.3,0.8562189055,2867.75,0.3302033438,1
1,0,0,0,58,0.8055555556,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,80.65,0.6208955224,4807.35,0.553536063,0
1,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,71.35,0.528358209,71.35,0.008215502948,1
0,0,1,1,18,0.25,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,24.65,0.06368159204,471.35,0.05427298268,0
0,0,1,1,47,0.6527777778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21.3,0.03034825871,1041.8,0.119956706,0
0,0,1,1,70,0.9722222222,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,110.2,0.9149253731,7689.8,0.8854320192,0
0,0,0,0,13,0.1805555556,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,89.4,0.707960199,1132.35,0.1303829679,1
0,0,1,1,36,0.5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,51.05,0.3263681592,1815,0.2089858143,0
1,0,0,0,67,0.9305555556,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,19.8,0.01542288557,1311.3,0.1509879329,0
0,0,0,0,10,0.1388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,19.9,0.01641791045,199.45,0.02296541083,0
1,1,0,0,19,0.2638888889,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,87.3,0.6870646766,1637.3,0.1885247789,0
0,0,1,1,71,0.9861111111,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.85,0.01592039801,1326.35,0.1527208456,0
1,0,1,1,72,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,89.4,0.707960199,6376.55,0.734219556,0
0,0,1,1,48,0.6666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,0.01741293532,935.9,0.1077629882,0
1,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.05,0.01791044776,20.05,0.002308631172,0
1,0,1,1,18,0.25,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,83.25,0.6467661692,1611.15,0.1855137712,0
1,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.6,0.02338308458,20.6,0.002371960206,1
1,1,1,0,67,0.9305555556,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,102.9,0.8422885572,6989.7,0.8048199153,0
1,0,1,1,69,0.9583333333,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,39.1,0.2074626866,2779.5,0.3200419123,0
1,0,0,0,19,0.2638888889,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,99.95,0.8129353234,1931.75,0.2224288412,1
1,1,1,0,72,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,114.5,0.9577114428,8331.95,0.9593715457,0
0,1,0,0,38,0.5277777778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20.2,0.01940298507,735.9,0.08473424834,0
1,1,1,0,40,0.5555555556,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,55.8,0.3736318408,2283.3,0.2629076087,0
0,0,1,1,61,0.8472222222,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,24.2,0.0592039801,1445.2,0.1664056743,0
0,0,0,0,10,0.1388888889,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,81,0.6243781095,818.05,0.09419330324,1
1,0,1,0,32,0.4444444444,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,72.8,0.5427860697,2333.05,0.2686360077,0
0,0,0,0,21,0.2916666667,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,99.85,0.8119402985,1992.55,0.2294295781,0
0,1,0,0,59,0.8194444444,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,99.5,0.8084577114,5890,0.6781963891,0
0,1,1,0,13,0.1805555556,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,70.15,0.5164179104,916.75,0.1055579864,1
0,0,0,0,47,0.6527777778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.25,0.01990049751,1029.8,0.1185749816,0
1,0,1,1,69,0.9583333333,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,26,0.07711442786,1796.55,0.206861413,0
1,0,0,0,2,0.02777777778,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,19.9,0.01641791045,33.7,0.003880342668,0
0,0,1,1,22,0.3055555556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19.05,0.007960199005,454.05,0.05228099668,0
1,1,1,0,15,0.2083333333,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,96.5,0.7786069652,1392.25,0.1603088154,0
0,0,0,0,53,0.7361111111,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.85,0.01592039801,1049.6,0.1208548268,0
0,1,1,0,28,0.3888888889,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.7,0.07412935323,734.6,0.08458456153,0
1,0,0,0,22,0.3055555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20.3,0.02039800995,475.1,0.05470477155,0
0,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,70.15,0.5164179104,70.15,0.008077330508,1
1,1,1,0,16,0.2222222222,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,91.55,0.7293532338,1540.05,0.1773270542,0
0,0,1,1,48,0.6666666667,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,39.4,0.2104477612,1978.65,0.2278290807,0
1,1,1,0,30,0.4166666667,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,105.7,0.8701492537,3181.8,0.3663642225,0
0,0,0,0,3,0.04166666667,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,70.25,0.5174129353,229.7,0.02644850774,0
1,1,0,0,57,0.7916666667,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,93.75,0.7512437811,5625.55,0.6477466378,0
0,1,1,0,68,0.9444444444,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,96.55,0.7791044776,6581.9,0.7578643147,1
0,0,1,0,23,0.3194444444,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,60,0.4154228856,1347.15,0.1551158346,0
0,0,1,0,65,0.9027777778,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,59.8,0.4134328358,3808.2,0.4384902358,0
1,0,1,0,44,0.6111111111,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,90.65,0.72039801,3974.15,0.4575983327,0
0,0,1,1,71,0.9861111111,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,109,0.9029850746,7661.8,0.8822079956,0
0,0,1,0,37,0.5138888889,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,68.1,0.4960199005,2479.25,0.2854700166,0
0,0,0,0,12,0.1666666667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.4,0.02139303483,266.6,0.03069731024,0
1,0,1,1,69,0.9583333333,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,81.95,0.6338308458,5601.4,0.6449659175,0
0,0,0,0,35,0.4861111111,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,60.55,0.4208955224,1982.6,0.2282838983,0
1,0,0,0,5,0.06944444444,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,65.6,0.4711442786,339.9,0.0391373434,0
1,0,1,1,58,0.8055555556,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,82.5,0.6393034826,4828.05,0.5559195376,0
1,0,1,0,72,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,82.3,0.6373134328,5980.55,0.6886226511,0
1,0,1,0,72,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,68.15,0.4965174129,4808.7,0.553691507,0
0,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.3,0.02039800995,20.3,0.002337417097,0
0,0,0,0,39,0.5416666667,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,95.55,0.7691542289,3692.85,0.4252084101,1
1,0,1,1,53,0.7361111111,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.2,0.01940298507,1068.15,0.1229907424,0
0,0,0,0,27,0.375,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,89.2,0.7059701493,2383.6,0.2744565217,0
0,1,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69.65,0.5114427861,69.65,0.008019758659,1
0,1,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,89.3,0.7069651741,89.3,0.01028233235,1
0,0,1,0,18,0.25,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,74.8,0.5626865672,1438.05,0.1655823968,0
1,0,1,1,46,0.6388888889,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,20.2,0.01940298507,917.45,0.105638587,0
0,0,1,0,72,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,84.4,0.6582089552,6096.45,0.7019678058,0
0,0,0,0,36,0.5,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,87.55,0.6895522388,3078.1,0.3544238209,1
0,0,1,0,4,0.05555555556,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,25.15,0.06865671642,99.95,0.01150861275,0
0,0,0,0,25,0.3472222222,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.8,0.01542288557,475.2,0.05471628592,0
0,0,1,1,40,0.5555555556,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,50.85,0.3243781095,2036.55,0.2344959009,0
1,0,1,0,63,0.875,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,102.4,0.8373134328,6444.05,0.7419917557,0
0,1,0,0,15,0.2083333333,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,96.3,0.7766169154,1426.75,0.164281273,1
1,0,0,0,14,0.1944444444,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,55.5,0.3706467662,767.55,0.08837854643,0
1,1,1,0,72,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,109.75,0.9104477612,7932.5,0.913377395,0
1,0,0,0,39,0.5416666667,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,106.4,0.8771144279,4040.65,0.4652553887,0
0,0,1,1,47,0.6527777778,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,60,0.4154228856,2768.65,0.3187926032,0
1,0,1,0,19,0.2638888889,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,88.8,0.7019900498,1672.35,0.1925605656,0
0,0,0,0,5,0.06944444444,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,85.2,0.6661691542,474.8,0.05467022845,1
0,0,0,0,13,0.1805555556,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,35.1,0.1676616915,446.1,0.05136560427,1
0,0,0,0,17,0.2361111111,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,80.05,0.6149253731,1345.65,0.154943119,0
1,1,1,0,34,0.4722222222,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,75.55,0.5701492537,2425.4,0.2792695284,0
0,0,0,0,42,0.5833333333,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,49.55,0.3114427861,2077.95,0.23926285,0
1,0,1,0,5,0.06944444444,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,81.3,0.6273631841,416.3,0.04793432203,1
0,0,1,1,71,0.9861111111,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23.9,0.05621890547,1663.5,0.1915415438,0
1,1,1,0,19,0.2638888889,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,66.4,0.4791044776,1286.05,0.1480805545,0
0,0,0,1,2,0.02777777778,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,19.6,0.01343283582,35.85,0.004127901621,1
1,0,0,0,57,0.7916666667,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18.8,0.005472636816,1094.35,0.1260075074,0
1,0,1,0,72,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,108.4,0.8970149254,7719.5,0.888851787,0
0,0,0,0,6,0.08333333333,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,85.95,0.6736318408,514.6,0.05925294768,0
0,0,1,1,17,0.2361111111,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,85.45,0.6686567164,1451.6,0.167142594,1
